Date,Signal,Type,GRAI_Value,1W,1M,3M,6M,12M
2014-07-11,Euphoria (Sell),Entry,2.0128902338092804,0.0054127805896553305,-0.015577541424414032,-0.020004363974860162,0.039256603024642844,0.06710315514637899
2014-07-14,Euphoria (Sell),Exit,1.9906577817207314,-0.001755081051021068,-0.02192604123273545,-0.03589599493171414,0.025876301052770723,0.0666885727651998
2014-07-15,Euphoria (Sell),Entry,2.0283880890608623,0.005194397068748691,-0.013459852732211508,-0.049937179518110275,0.025211829675146014,0.06796798784542757
2014-07-16,Euphoria (Sell),Peak,2.046303962755572,0.002745330028218307,-0.01331766896623865,-0.05241803112310395,0.014988152852140058,0.07202374715094617
2014-07-17,Euphoria (Sell),Exit,1.9994359371506405,0.015249313334229742,-0.0015626910153963003,-0.04883766322864669,0.01764450029328124,0.08606208908604307
2014-07-18,Euphoria (Sell),Entry,2.0107819880830187,6.065812647970681e-05,-0.003275662244197619,-0.05836558251732826,0.02082684122713796,0.07585610337378901
2014-07-30,Euphoria (Sell),Peak,3.1887131798057444,-0.025293495872342087,0.01353761271042675,0.007603842983991527,0.025978800299625515,0.07033249595245938
2014-08-21,Euphoria (Sell),Exit,1.9973551463577834,0.0021933652523864478,0.0009636984847283259,0.028282887076214624,0.05886954595764671,-0.010781120234390262
2014-08-22,Euphoria (Sell),Entry,2.0209865063459804,0.007528651438000411,-0.002831424669928584,0.03236269100574973,0.0639106590697891,-0.047872692771975256
2014-08-29,Euphoria (Sell),Peak,2.3260283694909822,-0.0009134388850524644,-0.015513837249453988,0.03204104265962493,0.05211719973552875,-0.015568737418584333
2014-09-15,Euphoria (Sell),Exit,1.9797650740811197,0.005120649430573776,-0.05364066540449475,0.009172761425453979,0.045435543130847966,-0.0030441750528623635
2016-02-11,Panic (Buy),Entry,-2.0546389782853294,0.04849436622416059,0.10418355849505168,0.12849637906160538,0.1950215909517885,0.2662650913588609
2016-02-12,Panic (Buy),Bottom,-2.0598617064387525,0.04328659114478017,0.08105514969025829,0.09750745567735808,0.1712105527275689,0.24853868200094298
2016-02-17,Panic (Buy),Exit,-1.8818055315962763,0.0015466429776180846,0.059045485672059916,0.0624811959624465,0.1304376968583565,0.21923691132869583
2016-07-13,Euphoria (Sell),Entry,2.0575416310971417,0.009565973594750643,0.015498812263982531,-0.007294059119456797,0.05709367580903346,0.13724030786879782
2016-07-21,Euphoria (Sell),Peak,2.940163923686268,0.0022585463936775074,0.008636825739896548,-0.009643530792455501,0.04902161980286257,0.1419611985563345
2016-08-03,Euphoria (Sell),Exit,1.9889252433382658,0.005407156406424862,0.0032674465783373297,-0.02406428878004041,0.05409954592658561,0.14251376865589127
2016-08-05,Euphoria (Sell),Entry,2.0505981220499643,0.0005405413869266074,0.0016537233492852632,-0.04315886883801834,0.05025032893279935,0.13653574373260557
2016-08-15,Euphoria (Sell),Peak,2.8991941445596217,-0.003428993493818977,-0.02939519470498575,-0.011734334323131312,0.06731510734652457,0.1253157168760075
2016-08-30,Euphoria (Sell),Exit,1.9645155341389278,0.004613621666643475,-0.011483848790156959,0.013114990618606548,0.09457189566974988,0.12934486864029715
2018-01-04,Euphoria (Sell),Entry,2.072090110052706,0.01599494437041815,-0.027551514174862124,-0.04387682038470575,0.013153527822588273,-0.06398703719653831
2018-01-09,Euphoria (Sell),Peak,2.2309929060638067,0.018634901738211695,-0.06189461548755004,-0.039654160814475925,0.008261571897558051,-0.056210048482228325
2018-01-11,Euphoria (Sell),Exit,1.9932736123378205,0.01544320243445485,-0.04030989616551839,-0.04020147979088784,0.01219485730587877,-0.06682780039319236
2018-08-15,Panic (Buy),Entry,-2.0354609817093894,0.015416694530963282,0.03073047885125879,-0.034129720919289674,-0.015175444584237585,0.02494697698657422
2018-08-21,Panic (Buy),Bottom,-2.463639558098034,0.01207144321446707,0.023678304966689545,-0.060158012273546335,-0.024551527098368164,0.02095383486073299
2018-09-21,Panic (Buy),Exit,-1.943167415826336,-0.005355532133192842,-0.05932068925746892,-0.17512205073230436,-0.0379598944260332,0.01260557563345377
2020-03-12,Panic (Buy),Entry,-2.2908989668320543,-0.028722427714387044,0.11327318853295654,0.2102119725794509,0.3461002346196389,0.5896463245990606
2020-03-24,Panic (Buy),Bottom,-2.656515858666424,0.05608561386651423,0.1432050273217067,0.27947188940754164,0.35477028537955513,0.5891358208443034
2020-04-08,Panic (Buy),Exit,-1.9445465530292143,0.018025610626781985,0.06538959179212767,0.14620836195718034,0.24344175800995704,0.5013926770418606
2020-04-21,Panic (Buy),Entry,-2.04632196425617,0.04634644636651952,0.08589252338533049,0.19028999148002268,0.2522728712323634,0.5250605988964177
2020-04-27,Panic (Buy),Bottom,-2.1854870788391225,-0.012416271948000435,0.054768455370002966,0.12538907134655464,0.2038957769696903,0.4544899541604448
2020-05-20,Panic (Buy),Exit,-1.9767451955807354,0.01955837776352798,0.04244496358976524,0.13569747566386492,0.21467147398702657,0.39961837752527063
2021-03-16,Euphoria (Sell),Entry,2.001276635808081,-0.013170265278234727,0.052416140213390694,0.07163781493242061,0.12121498885483928,0.07564021523898945
2021-03-18,Euphoria (Sell),Peak,2.040647223315164,-0.0015170481796543678,0.06328753381714258,0.0782538719334489,0.14258606769888305,0.1267309501023961
2021-03-23,Euphoria (Sell),Exit,1.9668142448112966,0.012282261452949195,0.05739900571188117,0.08590159881479553,0.11345547897954056,0.1537109746907912
2021-03-26,Euphoria (Sell),Entry,2.0104094056182746,0.02600800898492328,0.05338483791731985,0.07703033640144574,0.12100518215428324,0.1430404559882985
2021-04-06,Euphoria (Sell),Peak,2.160668795364417,0.01660552274130933,0.022987551041663945,0.06617674819309904,0.05560219904789743,0.12486688626462805
2021-04-13,Euphoria (Sell),Exit,1.9655597265353084,-0.0016056400065267429,-0.018966099408911363,0.05495959903682812,0.053023139890987725,0.06541930795371265
2021-04-19,Euphoria (Sell),Entry,2.0310988513239296,0.0058512687014240505,-0.008510083322816886,0.02287401558180302,0.07400699665836141,0.05486810543683607
2021-04-21,Euphoria (Sell),Peak,2.0575994845213486,0.0023386704642616163,-0.0034263996806426222,0.04439285358277911,0.08295593719741423,0.06853618346389512
2021-04-23,Euphoria (Sell),Exit,1.9893490922529107,0.00023922472499671166,0.004038085323796681,0.055409258837881836,0.0884198178995228,0.021915344350441845
2021-04-28,Euphoria (Sell),Entry,2.0459172402406134,-0.0037269090443464714,0.004231160573413328,0.05198436400050288,0.09361534689528717,0.00018640965090743755
